var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65
77,38,53,80,98,44,40,69,100,58,35,22,30,69,8,62,12,86,5,6,32,5,74,22,18,84,38,27,87,14,51,11,17,53,26,92,74,15,69,70,16,7,2,6,31,93,56,27,4,48,90,24,1,65,51,52,17,88,69,67,64,13,67,51,83
17,31,22,61,40,36,74,96,39,13,56,15,16,14,27,4,44,70,14,57,46,57,32,79,82,40,39,98,55,54,8,23,24,58,100,38,40,30,94,82,62,82,81,32,100,99,75,35,98,87,11,86,69,64,89,31,29,14,68,80,74,46,9,32,71
16,47,66,91,79,82,19,5,56,92,30,35,4,53,7,18,6,30,37,99,6,23,68,47,93,75,29,71,92,67,41,82,14,13,78,86,47,25,42,96,36,73,96,95,5,43,85,59,88,82,62,64,91,69,31,37,24,52,81,56,74,92,62,38,99
31,31,76,55,48,29,24,74,0,95,21,67,52,68,87,61,67,59,86,3,55,78,18,78,39,45,89,41,34,50,57,9,25,44,26,5,56,46,48,16,12,58,21,69,32,86,15,37,76,85,84,21,10,58,67,46,40,20,35,12,0,5,88,73,31
98,64,27,84,45,82,38,57,57,34,22,55,32,26,29,53,41,85,25,39,24,76,3,25,29,2,5,56,49,98,60,100,42,70,66,43,69,79,69,41,19,76,57,81,42,82,70,41,96,70,11,83,2,61,100,46,19,26,51,91,10,47,96,28,11
52,32,53,75,15,65,13,64,60,94,48,46,98,58,18,15,46,97,10,79,84,95,1,21,7,30,88,39,29,85,83,53,24,16,87,99,24,86,12,18,83,98,89,0,79,1,96,97,91,34,95,63,82,14,4,39,68,73,57,25,54,75,16,89,92
87,98,90,52,24,95,53,11,83,85,27,89,95,51,72,40,77,100,88,82,26,99,69,13,31,12,96,55,59,58,2,68,43,21,28,64,29,31,41,32,54,17,87,88,29,100,69,88,72,27,97,14,73,3,0,73,66,17,62,29,64,13,91,16,78
30,18,98,45,12,25,25,7,48,3,87,80,79,95,19,17,41,64,39,42,28,28,44,15,52,17,24,90,61,81,36,51,1,58,7,35,69,47,36,17,11,15,62,72,29,76,73,5,75,65,29,8,51,48,71,55,64,79,37,25,76,73,57,41,100
11,64,63,77,93,24,7,80,96,94,80,4,61,48,4,90,43,91,18,100,69,57,16,35,56,47,86,45,69,15,56,92,7,63,53,44,77,47,90,62,29,52,27,31,37,38,24,26,14,85,20,63,7,42,54,81,20,71,55,36,18,82,81,4,47
51,91,48,26,79,59,33,5,1,67,30,2,63,50,94,1,3,94,66,1,74,56,79,51,86,2,88,3,2,66,12,90,39,42,50,54,24,80,44,41,22,53,74,32,65,1,60,75,48,34,48,51,20,67,85,83,79,5,57,54,85,50,98,41,60
82,9,6,100,24,1,4,58,59,37,42,23,70,76,61,56,7,32,59,24,7,74,39,38,6,89,52,25,15,24,0,60,36,63,53,92,29,27,99,35,89,52,9,9,75,52,84,45,47,33,56,27,15,90,61,37,2,5,45,50,91,36,28,9,72
20,74,79,40,35,99,7,77,78,5,15,51,20,14,66,25,89,14,27,30,86,17,15,55,51,53,46,57,52,17,13,91,38,1,95,0,100,32,75,55,58,67,39,56,76,50,7,9,35,24,31,11,19,14,78,56,41,83,66,19,54,82,56,92,35
40,44,69,18,12,59,34,35,27,90,87,12,34,95,99,0,31,73,17,69,54,95,95,35,41,47,47,91,94,3,56,33,57,31,85,8,73,51,80,70,6,32,21,48,100,95,52,3,68,2,94,39,75,76,33,63,85,52,19,5,16,52,24,45,56
73,28,23,66,72,69,77,57,12,34,63,24,50,34,38,70,4,17,88,78,20,77,4,23,97,46,26,15,34,62,67,19,70,39,1,85,88,48,92,61,53,65,52,62,70,36,61,12,18,17,51,3,96,75,2,61,79,46,97,29,38,90,77,1,48
61,42,60,74,75,99,34,36,90,96,0,19,17,13,76,74,91,12,40,12,35,46,18,68,26,23,57,63,75,74,31,92,28,71,80,57,19,9,51,83,51,83,2,83,36,16,96,25,42,48,63,7,26,52,22,80,28,97,84,12,70,61,15,68,40
77,24,26,21,71,68,15,19,94,61,82,59,66,10,74,15,88,4,86,75,90,79,92,18,81,47,4,52,3,49,69,43,19,92,79,59,85,31,65,29,15,91,84,53,11,30,16,59,74,23,58,67,31,65,98,62,93,51,62,95,92,83,17,52,56
27,26,74,87,20,69,38,80,23,49,85,0,77,47,88,100,77,66,65,39,56,90,23,38,58,4,60,3,32,47,29,95,56,50,67,14,59,96,33,31,85,28,16,58,100,84,30,29,41,46,69,92,38,100,51,39,97,2,63,75,81,80,90,19,96
58,50,88,35,39,99,21,37,35,95,89,92,82,87,22,70,72,24,58,36,92,48,32,18,16,80,61,79,35,74,29,67,72,75,90,24,47,0,52,18,40,54,34,29,92,68,23,71,71,83,76,50,30,91,37,62,62,69,21,77,86,64,74,94,100
37,47,87,60,92,23,37,45,97,59,48,12,75,39,32,41,67,26,67,43,4,75,38,47,61,98,61,13,84,100,62,62,70,65,88,2,26,97,45,31,4,7,97,54,10,1,20,45,99,98,32,77,53,35,42,90,78,97,64,18,8,40,71,5,79
11,99,66,6,53,38,0,100,94,29,87,98,7,7,27,29,76,85,56,91,27,20,52,78,90,85,26,28,58,16,5,34,83,68,89,83,9,60,8,98,39,17,25,95,62,63,48,99,82,28,86,38,18,96,34,77,95,80,20,70,52,93,21,63,75
67,55,59,23,18,81,84,24,24,83,70,75,61,20,40,47,36,21,35,9,8,20,60,97,5,19,59,5,26,35,8,13,33,98,3,87,57,65,56,80,6,60,39,10,86,70,28,78,69,32,4,8,45,28,76,13,47,27,90,77,96,49,38,26,23
29,9,68,93,77,12,95,28,90,64,4,69,22,35,0,13,40,66,84,45,62,34,44,4,33,33,17,25,62,95,85,99,97,8,19,89,36,87,64,6,47,43,60,35,85,94,5,23,54,6,84,12,61,88,52,97,34,62,47,89,13,97,31,24,63
44,15,48,72,52,38,73,79,8,86,18,23,70,4,69,68,4,85,35,11,99,75,47,3,33,39,42,17,9,47,51,37,95,43,78,95,73,17,58,22,7,40,38,64,8,17,67,70,50,89,15,91,71,76,57,62,3,57,76,80,80,78,61,62,47
68,57,36,77,93,83,55,82,67,90,30,24,58,98,79,39,85,16,57,52,43,26,28,41,54,54,2,5,9,56,93,75,91,12,75,0,22,2,39,55,58,56,68,22,78,26,82,36,35,4,52,62,75,19,0,74,83,78,20,24,4,8,76,13,94
81,66,15,22,12,85,12,93,17,5,92,52,40,39,21,19,3,96,72,84,35,5,86,85,12,26,95,98,14,71,7,100,93,79,81,2,58,71,54,84,71,42,67,47,58,95,29,61,95,47,57,76,44,34,87,14,29,42,84,14,24,72,22,87,51
9,45,28,36,7,21,50,94,15,60,35,11,48,77,9,43,79,72,69,88,23,0,22,25,96,24,51,100,46,87,83,75,57,28,35,29,86,53,15,33,52,58,34,61,5,81,88,93,28,99,94,25,40,5,62,59,46,26,92,89,31,41,37,57,93
60,10,40,50,33,30,49,25,68,74,39,73,25,85,94,9,62,24,68,4,6,58,62,4,22,19,56,64,76,90,6,23,77,4,86,84,80,70,49,32,12,80,33,9,96,16,81,31,53,85,45,58,37,2,66,56,20,93,33,70,53,19,87,94,56
56,95,80,72,37,2,76,27,10,97,14,63,61,59,54,61,83,30,8,48,82,2,12,6,44,39,80,93,60,32,15,94,28,88,83,93,33,92,32,25,56,38,48,90,93,17,99,21,81,54,14,70,79,55,43,57,91,81,54,59,16,16,57,71,70
49,24,42,41,65,72,13,9,6,95,84,1,10,18,33,48,5,97,50,98,36,98,33,68,29,33,90,48,82,72,4,34,0,61,25,97,80,33,31,47,77,3,53,49,64,93,16,91,80,28,37,67,43,55,70,2,23,60,97,11,78,68,84,13,69
46,80,56,82,79,24,17,2,71,72,97,98,90,81,9,8,11,55,51,87,44,0,65,71,86,34,34,12,32,10,6,1,22,95,49,36,41,46,91,62,46,17,47,32,38,94,76,38,61,36,63,41,55,65,63,57,36,41,25,92,92,88,54,0,99
41,9,29,5,1,17,30,51,40,89,12,39,35,4,38,32,16,80,41,0,80,90,63,73,25,74,38,82,64,63,9,24,83,18,8,97,62,19,45,35,19,64,67,24,46,2,97,63,9,85,35,1,60,68,40,58,27,38,41,39,7,59,51,53,82
28,40,36,16,4,68,12,72,95,21,10,53,21,91,43,63,3,33,37,6,64,77,56,51,21,12,2,0,89,33,48,44,74,82,63,49,22,49,84,53,61,6,12,31,72,29,17,2,54,87,19,72,99,69,76,61,74,3,37,26,60,65,47,88,70
76,13,28,87,46,57,39,2,93,47,21,98,82,8,8,93,34,85,61,55,91,63,91,76,21,47,87,12,2,93,7,55,75,71,64,59,39,10,28,51,74,93,41,31,6,59,51,51,6,40,79,21,80,26,7,92,18,81,4,53,94,98,18,80,37
3,1,90,40,56,31,48,67,18,38,39,24,8,53,82,46,94,25,44,18,58,80,88,1,44,66,3,74,39,43,67,89,22,75,74,58,2,8,100,35,26,74,55,21,46,26,1,7,73,59,39,36,53,38,44,87,91,34,69,27,30,55,71,48,54
20,44,9,47,54,44,97,36,57,0,58,38,39,2,99,8,74,62,98,63,6,69,82,10,21,32,48,45,37,63,66,42,17,30,54,31,61,24,77,22,2,10,19,27,34,75,90,81,21,86,16,67,58,1,48,60,74,32,94,83,73,94,63,81,60
65,8,40,14,51,6,19,55,39,98,76,87,30,45,50,40,60,92,46,87,2,22,92,12,71,4,72,76,12,36,28,73,22,76,58,71,72,71,3,47,45,58,72,92,97,40,59,86,1,43,11,14,53,85,3,92,15,84,82,42,32,55,29,1,63
42,64,71,51,97,40,90,54,28,37,73,60,32,78,18,0,25,38,29,65,63,39,17,97,78,11,51,76,28,37,50,30,64,98,83,13,40,42,20,29,14,46,70,62,3,9,94,21,36,60,61,100,31,32,5,57,18,94,84,90,42,12,86,76,18
19,67,26,45,85,54,99,95,25,52,3,65,8,8,10,41,29,93,73,29,71,17,19,59,70,10,59,62,29,18,11,93,4,54,6,25,23,66,8,60,65,15,15,81,46,39,84,95,63,73,48,84,38,21,91,90,82,57,28,42,41,80,52,10,10
23,24,40,26,2,72,8,19,85,39,63,26,24,34,59,85,45,99,41,89,92,1,50,49,5,71,3,72,14,71,90,16,67,34,4,29,95,68,65,45,65,63,6,66,42,55,38,81,39,20,5,13,43,14,77,39,50,25,25,65,23,34,56,43,17
78,23,1,76,82,38,20,94,43,39,33,29,47,53,96,28,29,56,48,13,20,2,1,66,56,69,62,55,83,88,69,11,15,55,39,13,68,53,7,89,52,6,50,87,87,80,56,84,51,8,73,93,70,52,78,89,86,73,18,59,67,60,39,87,75
71,11,89,19,10,56,70,84,76,71,39,20,24,11,72,68,27,47,67,82,2,34,55,32,61,49,37,75,87,51,11,73,73,63,69,20,72,31,31,30,38,22,2,91,19,67,15,29,18,34,10,68,76,26,65,99,14,50,36,74,16,45,96,50,36
85,26,10,93,42,85,95,14,38,60,98,53,6,48,43,21,55,66,99,92,55,73,9,25,84,96,60,90,48,82,42,94,60,38,36,36,89,34,3,74,66,57,22,70,99,73,47,14,9,8,81,18,10,10,12,88,67,2,35,9,71,42,43,73,48
52,6,93,75,74,66,27,40,81,40,7,21,74,23,13,24,64,33,4,20,55,93,11,99,25,49,46,25,65,73,54,45,43,55,79,69,71,19,4,55,75,62,3,85,77,22,18,36,95,33,21,59,39,37,64,4,1,33,33,63,88,55,51,35,15
11,5,98,48,36,18,9,34,53,53,26,12,86,77,91,67,17,80,77,15,12,78,21,5,96,46,57,92,84,22,5,27,18,81,1,94,74,51,59,92,79,42,57,0,26,73,39,95,91,82,88,51,26,23,6,84,20,48,66,17,53,48,78,7,78
42,1,86,68,61,31,43,57,93,97,49,83,79,48,61,3,2,96,66,10,38,0,76,30,2,22,92,33,47,85,79,67,52,20,24,42,65,78,41,57,98,7,48,66,12,50,24,10,50,39,14,83,24,57,33,53,82,63,2,76,76,27,46,79,51
96,29,53,84,68,47,8,6,5,79,43,28,64,100,96,46,16,97,33,47,32,1,18,79,98,86,94,59,76,46,68,48,75,11,72,22,97,95,70,44,91,62,15,13,21,30,50,21,60,26,24,86,39,71,22,9,70,12,49,65,1,41,9,25,97
41,51,26,100,61,76,57,95,30,24,56,98,94,46,84,53,12,78,7,58,82,52,78,41,21,24,45,9,6,4,5,40,51,18,22,14,40,75,26,43,9,81,65,40,65,20,37,55,82,19,41,61,91,28,55,85,99,2,66,91,47,69,85,42,2
47,80,88,72,89,9,33,72,81,59,61,45,36,27,84,20,99,67,22,13,54,49,33,21,39,49,32,74,75,25,81,9,55,98,64,82,4,14,28,89,71,80,6,62,2,72,88,61,76,53,97,54,60,53,52,15,56,4,90,30,85,64,60,91,93
56,65,20,86,10,86,44,10,29,63,16,12,9,80,51,74,25,14,17,14,5,100,42,68,21,54,62,34,78,38,57,40,91,87,87,23,26,97,80,72,33,52,74,100,58,1,10,84,100,73,99,95,64,58,28,56,93,60,56,7,8,21,76,68,20
34,73,1,48,27,0,27,83,4,10,80,60,8,45,87,83,17,30,63,85,90,75,14,19,16,37,29,41,57,96,59,29,41,62,8,95,84,64,19,51,2,31,97,16,40,67,14,89,5,61,43,45,56,56,90,91,1,86,5,71,94,88,47,75,10
5,32,78,25,61,75,38,23,1,1,7,75,75,27,65,57,38,30,65,60,27,31,86,46,4,8,26,6,65,5,87,29,51,81,43,49,13,75,78,76,26,87,96,71,61,9,2,93,71,41,61,43,5,100,69,36,39,24,3,39,14,16,84,36,26
68,2,65,54,18,94,72,25,55,50,88,87,29,34,26,55,28,38,0,48,30,46,14,3,9,74,77,44,66,78,84,49,30,71,10,45,82,27,55,46,43,1,48,67,93,21,89,13,0,48,62,90,63,83,81,27,23,67,8,21,67,0,78,33,96
3,97,51,51,16,51,61,95,21,24,7,91,98,82,38,44,23,36,69,85,23,43,69,54,68,13,3,79,74,3,58,58,84,8,21,20,91,66,60,82,17,79,49,14,48,51,49,80,41,81,62,40,69,97,96,12,74,5,44,74,21,39,32,81,88
14,15,71,59,93,45,12,41,5,52,53,23,42,61,42,54,29,69,84,82,64,15,3,2,0,8,67,67,87,90,7,92,66,33,33,83,84,53,34,29,50,85,45,47,43,21,45,20,82,69,90,38,19,41,84,6,42,25,72,21,74,66,18,7,73
0,53,62,53,13,21,75,59,82,68,60,69,49,84,94,62,39,19,58,39,6,25,30,87,28,63,68,38,34,97,94,21,4,21,20,100,47,91,28,92,68,80,31,5,76,65,79,76,46,57,37,90,17,47,69,30,64,11,81,13,5,42,7,72,24
6,95,53,4,62,68,13,31,19,27,18,55,70,3,37,68,89,20,23,76,16,47,35,74,23,63,26,76,83,22,2,14,100,45,62,96,40,48,68,43,5,86,40,93,24,51,71,89,18,90,63,26,50,1,90,26,52,52,74,11,33,15,65,4,55
96,66,63,85,10,58,61,75,82,78,8,40,47,18,22,55,80,42,68,30,45,64,7,90,31,73,2,5,14,6,16,38,62,81,72,29,51,23,91,7,87,55,37,12,56,30,38,59,25,84,27,19,90,3,57,14,65,4,32,32,99,87,88,91,58
10,42,81,34,27,37,19,58,52,83,36,8,26,95,35,46,97,47,34,78,4,70,4,56,18,16,86,17,69,32,53,86,71,84,28,90,11,26,59,26,77,64,58,4,22,0,93,89,66,86,31,37,53,22,14,1,89,94,82,87,66,72,39,84,44
31,24,55,91,17,79,91,25,93,47,62,53,97,7,49,31,34,7,98,9,72,0,45,84,51,72,34,99,31,25,91,82,91,32,85,42,15,70,35,99,11,85,64,57,17,11,10,22,10,40,79,73,58,61,28,76,43,73,75,47,86,5,39,34,98
1,15,65,35,47,69,50,50,30,29,100,64,36,20,99,48,0,3,36,4,23,35,92,14,36,88,92,6,6,94,60,4,60,97,45,31,78,34,10,52,42,83,79,72,17,21,57,67,63,27,2,100,21,85,53,34,100,36,74,96,27,96,63,53,11
38,30,3,45,7,5,50,20,33,89,68,14,14,97,21,0,82,5,79,66,86,59,32,54,43,16,39,8,62,7,13,26,5,20,63,34,100,69,39,82,88,17,60,32,91,29,92,46,36,79,60,44,65,78,52,40,51,32,97,100,34,91,20,58,27
38,78,60,66,53,54,69,22,54,40,1,45,19,25,22,93,73,10,33,54,95,60,44,87,42,22,3,13,69,7,33,54,89,24,36,36,88,71,89,1,2,40,51,10,10,30,72,2,37,100,11,25,84,81,23,38,71,71,71,21,78,43,33,33,53
67,82,47,22,3,77,29,32,23,17,0,25,68,3,16,67,21,37,26,14,40,48,55,98,21,65,68,72,71,54,77,78,87,65,73,11,78,5,98,22,19,77,28,35,28,100,97,33,99,96,98,44,70,51,20,52,74,16,39,36,7,68,82,60,3
74,83,79,93,99,3,80,78,98,40,99,58,85,70,73,67,14,54,15,66,5,38,47,77,92,31,68,3,10,16,20,2,30,100,56,63,41,96,85,95,86,31,79,77,53,54,26,78,50,29,88,52,72,55,81,20,14,36,10,100,39,75,15,10,88
19,60,98,57,97,70,14,26,20,67,31,36,18,14,88,54,30,90,56,86,56,89,95,48,73,52,31,66,66,54,30,54,41,24,73,69,2,2,85,10,10,25,28,90,15,20,34,73,87,71,10,37,74,41,96,18,33,40,49,84,46,47,88,69,64
17,29,97,9,36,89,79,63,52,34,91,55,73,67,72,19,16,95,98,74,70,89,16,78,23,0,6,22,7,73,6,4,32,56,85,50,32,8,79,20,15,65,60,65,31,51,39,51,21,70,71,32,94,77,6,54,29,28,44,49,51,28,46,34,59
63,1,86,66,55,20,59,1,28,25,47,25,8,33,85,72,23,31,80,65,4,99,84,58,38,42,22,67,75,87,67,46,93,82,74,85,2,91,57,36,84,22,27,44,76,75,78,0,49,13,29,77,83,85,22,36,100,31,29,94,38,96,74,12,79
1,35,2,6,51,58,15,66,80,81,28,44,66,7,20,12,88,74,31,64,23,65,16,85,98,63,87,65,26,24,71,11,76,33,11,14,1,66,20,98,68,10,43,63,44,19,25,15,27,98,78,84,14,61,0,70,64,20,5,23,47,42,71,58,21
43,70,17,1,55,78,12,36,36,2,36,76,18,18,60,67,84,50,10,61,94,93,11,43,98,2,46,93,15,39,5,43,35,55,59,24,66,76,60,99,50,0,30,48,52,18,98,16,94,84,98,7,76,41,3,99,13,91,35,4,99,42,64,2,77
87,50,89,20,41,95,55,49,81,46,52,65,80,97,38,7,20,58,51,27,93,35,97,45,92,67,10,59,9,1,2,13,20,26,97,88,53,2,48,73,40,47,35,97,7,4,47,20,50,88,52,72,28,77,17,1,32,66,72,60,76,33,19,30,44
65,70,88,65,29,80,19,87,72,69,44,60,55,89,91,20,45,4,92,99,21,26,32,26,46,2,82,51,17,19,67,15,82,13,32,98,26,50,92,82,25,44,3,79,11,98,49,11,26,84,7,6,81,73,90,75,100,29,49,20,67,4,41,28,79
36,95,40,95,17,82,72,17,36,76,40,13,90,22,67,80,46,12,16,18,61,31,77,85,67,63,47,31,19,41,22,18,48,89,35,95,78,59,59,17,4,81,82,35,32,86,55,49,15,42,25,8,45,13,12,84,35,87,5,59,83,79,75,7,61
20,92,3,24,5,26,23,49,60,14,81,36,91,83,91,48,40,84,37,12,97,2,78,9,99,94,21,69,58,63,22,59,2,83,64,48,22,47,0,48,20,96,67,91,91,86,59,100,95,76,26,69,26,97,1,15,41,76,25,69,10,29,21,60,15
27,47,49,44,24,48,4,21,26,48,70,25,54,30,4,55,96,93,37,28,33,18,63,83,59,95,60,24,22,64,76,91,90,79,93,10,84,67,72,12,37,17,1,36,82,96,67,29,85,46,3,94,24,100,51,74,58,17,50,100,66,9,62,55,63
49,44,76,31,24,69,90,89,68,100,27,9,17,24,59,39,4,11,50,27,8,67,67,52,41,86,100,2,49,48,6,85,1,78,23,58,59,38,44,73,49,26,11,56,46,12,18,28,0,53,4,45,10,57,18,87,89,50,75,78,84,25,96,45,94
66,29,12,24,27,95,55,52,92,60,40,0,47,39,61,0,97,65,86,9,19,38,66,36,68,93,51,27,84,88,35,95,38,80,77,37,3,45,92,13,74,50,13,12,35,56,32,56,40,34,86,22,33,21,8,53,100,100,61,93,60,26,26,26,97
65,15,78,41,31,13,25,36,23,54,79,10,92,91,38,19,33,16,92,9,57,7,9,62,69,9,55,97,96,54,84,57,78,20,39,62,10,26,64,98,88,80,31,49,61,70,62,68,29,67,33,15,91,12,83,45,37,34,85,86,78,17,31,14,22
29,32,98,26,69,100,66,39,47,46,21,36,18,85,29,68,41,63,93,75,13,1,25,54,89,69,53,6,62,74,30,78,35,57,11,3,53,6,27,32,69,34,62,94,5,65,61,21,14,87,9,32,68,69,72,1,93,10,45,15,91,49,46,13,75
20,60,3,35,24,100,69,7,5,50,37,37,28,23,58,16,85,24,60,21,43,24,20,94,75,18,88,91,27,59,30,34,40,80,9,81,9,55,9,40,60,39,95,44,1,27,100,19,40,83,51,93,96,47,36,69,1,93,37,48,60,83,3,98,66
90,7,34,70,60,98,94,43,15,79,76,28,14,42,74,86,39,38,5,27,38,28,78,36,23,52,92,59,32,79,7,29,30,37,6,16,56,79,80,8,52,45,85,40,2,0,0,49,45,17,91,70,30,78,40,74,48,75,5,0,83,7,79,50,12
65,65,100,8,10,9,91,22,0,67,23,51,15,2,51,56,38,5,93,68,60,83,99,62,88,41,73,16,94,100,37,34,32,89,30,61,51,44,24,20,12,84,63,47,60,26,56,100,100,22,1,22,78,8,51,55,2,59,80,96,3,0,31,28,12
1,43,17,72,53,70,1,75,95,78,91,99,37,78,27,50,25,23,75,33,68,97,7,15,40,15,42,84,51,31,13,67,25,95,80,26,10,4,5,38,35,56,32,90,64,48,44,54,49,52,10,17,39,88,11,8,46,77,84,73,75,95,91,42,95
100,18,78,62,50,61,55,44,83,45,21,25,96,80,9,36,48,47,38,31,100,8,46,32,87,65,56,22,23,2,88,19,24,30,55,33,85,60,23,40,25,50,61,6,37,18,74,56,20,78,62,25,49,100,36,13,91,70,58,90,33,17,60,30,54
74,45,26,23,70,29,3,12,75,66,37,42,48,69,8,81,9,64,47,41,13,11,8,14,90,94,7,24,79,24,25,85,9,90,60,52,94,43,19,98,26,49,50,72,73,97,45,32,11,7,43,95,2,56,14,57,86,46,63,23,94,29,60,56,51
1,55,53,81,100,52,58,74,26,46,4,22,97,6,16,6,56,88,1,54,76,92,24,41,86,61,10,79,57,37,8,65,31,48,67,100,42,92,42,76,51,54,32,42,71,22,86,76,16,93,77,79,85,48,45,50,88,1,3,83,85,38,59,20,5
30,92,25,72,58,51,32,61,79,3,75,30,10,38,28,76,47,91,31,46,85,29,40,26,98,37,4,37,67,53,81,43,99,26,0,8,8,36,54,43,94,5,66,67,4,90,23,0,60,76,53,9,20,48,71,57,35,93,15,59,98,89,19,0,89
82,65,88,47,97,13,46,40,92,83,48,83,89,56,67,76,12,33,84,87,64,11,88,93,35,7,38,40,94,45,89,73,55,45,5,93,18,99,46,33,72,68,42,69,93,32,37,78,95,88,75,27,75,16,4,60,67,3,5,61,50,100,78,41,75
81,4,17,93,90,99,36,27,11,1,55,7,16,51,68,83,93,15,91,99,21,30,89,61,86,66,39,92,14,48,76,61,56,24,39,43,93,26,6,49,86,0,40,25,3,35,2,55,22,10,29,13,6,8,76,76,85,65,73,29,43,100,19,28,79
39,4,27,88,55,13,75,78,79,41,37,34,73,29,15,26,12,45,56,32,87,21,54,1,4,5,42,22,56,23,9,24,67,13,49,79,89,48,1,15,7,86,85,1,76,39,55,16,51,87,25,18,42,86,78,57,39,19,39,72,62,13,59,78,58
5,36,63,76,11,95,24,66,60,63,87,85,90,32,61,57,82,100,32,15,87,20,67,41,100,9,36,36,50,76,90,6,92,44,76,20,37,29,26,4,18,8,11,54,19,74,6,83,53,26,52,32,95,50,94,60,98,58,43,48,47,92,32,40,70
20,99,78,23,92,18,42,87,40,93,73,31,7,41,25,8,22,15,10,37,55,7,96,72,20,14,44,39,65,33,71,88,18,69,14,44,32,43,92,28,68,81,66,19,47,83,45,83,55,19,96,99,95,33,85,60,24,40,5,35,94,43,66,8,44
1,40,19,72,9,7,17,55,51,18,20,30,2,36,29,37,8,19,88,46,61,29,40,8,60,41,72,51,37,8,33,86,28,78,17,10,49,42,3,15,94,55,32,85,56,43,83,78,12,35,56,95,52,35,22,36,40,44,64,27,58,41,89,100,76
67,12,23,0,63,29,28,48,27,90,43,24,47,63,14,80,81,11,24,98,69,1,21,17,87,10,76,42,58,3,27,68,38,33,89,32,47,65,47,70,33,92,28,12,15,17,11,78,49,53,99,1,58,42,84,34,86,63,51,82,94,57,76,86,97
84,98,76,64,57,5,18,49,30,59,52,91,24,27,23,24,20,70,22,59,35,27,92,41,86,68,12,38,25,57,5,10,62,49,100,35,86,54,8,33,70,68,6,57,75,78,63,97,91,32,42,18,30,88,18,11,46,61,84,5,56,44,21,29,45
88,68,20,34,10,46,78,14,7,36,23,9,54,100,19,26,84,75,60,14,78,97,14,72,7,46,79,21,45,81,73,40,36,78,66,23,21,36,36,79,47,44,50,96,79,14,60,37,61,18,14,46,18,94,11,81,90,89,62,38,90,6,19,71,13
0,81,38,83,57,64,47,34,10,99,67,43,62,98,67,10,84,18,58,49,16,87,76,74,6,72,59,96,71,58,24,19,90,67,54,93,63,53,24,92,74,63,10,17,33,95,23,88,66,52,53,47,53,37,2,1,91,67,41,64,86,42,48,67,90
33,1,25,56,48,55,95,60,45,56,91,10,29,22,15,4,12,21,46,46,74,88,86,21,74,46,84,82,5,75,6,15,61,79,96,77,51,46,85,75,74,47,51,94,56,67,64,73,65,67,61,46,23,40,90,29,5,78,50,11,14,74,1,9,71
79,82,71,8,5,12,26,84,23,9,8,17,20,25,85,69,25,3,46,8,23,100,79,66,34,40,88,62,29,92,3,17,32,21,50,89,87,27,38,89,68,6,43,10,3,16,57,74,98,0,4,68,5,66,48,16,64,40,28,98,83,34,57,54,62
15,56,79,69,26,0,36,89,23,90,91,18,58,100,91,25,35,42,78,14,9,58,46,47,90,45,49,38,48,2,6,1,38,85,59,84,22,16,88,17,24,74,39,42,6,57,39,64,27,100,82,97,14,94,57,71,34,53,63,19,50,84,3,78,93
64,90,23,39,82,99,61,15,60,6,24,47,28,62,29,88,9,7,14,26,40,21,20,81,71,73,48,40,9,39,57,100,42,35,67,52,78,67,68,22,27,24,71,17,89,91,62,22,35,54,70,62,25,34,40,73,54,45,94,65,71,67,20,49,1
13,40,67,60,47,58,22,70,48,48,72,31,43,0,98,42,47,40,22,22,43,59,94,62,83,90,42,19,44,26,71,9,51,77,95,74,58,32,78,73,22,25,14,71,54,75,90,12,99,99,66,37,46,9,24,1,87,57,96,71,89,70,71,97,74
65,49,63,83,78,1,55,38,53,8,6,8,80,61,72,24,41,11,69,100,69,67,96,24,67,14,63,99,89,86,50,36,81,44,85,32,58,85,18,84,4,53,46,37,40,37,17,94,24,74,4,18,16,26,15,32,9,76,41,60,30,7,30,66,16
7,96,28,34,49,64,4,97,97,56,26,68,4,85,66,89,43,97,87,81,33,32,60,4,29,30,17,30,12,54,12,61,65,8,28,41,19,68,5,40,55,44,5,64,73,9,72,51,47,16,25,64,8,11,32,37,30,60,22,34,94,53,3,13,1
78,79,78,98,53,97,73,86,65,17,59,41,82,65,26,46,55,81,84,48,37,44,78,34,50,61,80,60,54,68,36,28,10,29,9,59,72,25,81,2,75,98,13,3,74,38,66,33,83,72,9,20,54,83,85,64,48,4,56,18,100,70,29,3,12
49,45,71,9,98,39,11,28,95,82,55,61,60,51,37,70,81,62,2,46,94,34,82,37,95,1,37,86,11,58,85,23,53,51,29,94,69,71,89,33,75,64,19,23,30,6,91,47,10,71,89,17,30,62,94,8,15,98,70,49,88,84,7,1,72
27,48,72,12,84,84,48,27,15,27,93,100,17,50,14,47,51,86,79,68,39,60,27,5,16,86,62,82,70,18,46,49,38,53,74,82,32,100,9,40,31,50,46,85,85,26,54,55,80,62,0,28,49,79,85,63,14,67,8,95,50,17,11,69,61
